wall_time_iso,index,utilization.gpu [%],utilization.memory [%],memory.used [MiB],power.draw [W],clocks.current.graphics [MHz],temperature.gpu
2026/05/19 18:03:18.027, 0, 43, 11, 3057, 155.69, 2670, 50
2026/05/19 18:03:18.030, 1, 100, 66, 15520, 391.44, 2565, 85
2026/05/19 18:03:18.263, 0, 43, 11, 3057, 155.69, 2670, 50
2026/05/19 18:03:18.265, 1, 100, 67, 15520, 418.09, 2640, 82
2026/05/19 18:03:18.497, 0, 43, 11, 3057, 154.83, 2670, 50
2026/05/19 18:03:18.500, 1, 100, 67, 15520, 418.09, 2640, 82
2026/05/19 18:03:18.730, 0, 43, 11, 3057, 154.83, 2670, 50
2026/05/19 18:03:18.733, 1, 100, 67, 15520, 424.30, 2505, 85
2026/05/19 18:03:18.966, 0, 44, 9, 3057, 154.35, 2670, 50
2026/05/19 18:03:18.968, 1, 100, 67, 15519, 424.30, 2505, 85
2026/05/19 18:03:19.200, 0, 44, 9, 3057, 154.35, 2670, 50
2026/05/19 18:03:19.203, 1, 100, 69, 15519, 417.20, 2640, 80
2026/05/19 18:03:19.434, 0, 44, 9, 3057, 156.20, 2670, 51
2026/05/19 18:03:19.438, 1, 100, 69, 15519, 417.20, 2640, 80
2026/05/19 18:03:19.674, 0, 44, 9, 3057, 156.20, 2670, 51
2026/05/19 18:03:19.677, 1, 100, 69, 15519, 417.20, 2640, 80
2026/05/19 18:03:19.909, 0, 46, 11, 3057, 156.74, 2670, 50
2026/05/19 18:03:19.912, 1, 100, 69, 15520, 423.85, 2475, 87
2026/05/19 18:03:20.143, 0, 46, 11, 3057, 156.74, 2670, 50
2026/05/19 18:03:20.145, 1, 100, 69, 15520, 423.85, 2475, 87
2026/05/19 18:03:20.374, 0, 46, 11, 3057, 157.87, 2670, 50
2026/05/19 18:03:20.377, 1, 100, 64, 15514, 425.06, 2565, 84
2026/05/19 18:03:20.607, 0, 46, 11, 3057, 157.87, 2670, 50
2026/05/19 18:03:20.611, 1, 100, 64, 15514, 425.06, 2565, 84
2026/05/19 18:03:20.841, 0, 46, 11, 3057, 157.87, 2670, 50
2026/05/19 18:03:20.844, 1, 100, 64, 15514, 304.71, 2655, 70
2026/05/19 18:03:21.073, 0, 45, 12, 3057, 156.02, 2670, 50
2026/05/19 18:03:21.076, 1, 100, 64, 15514, 304.71, 2655, 70
2026/05/19 18:03:21.304, 0, 45, 12, 3057, 156.02, 2670, 50
2026/05/19 18:03:21.307, 1, 8, 0, 15514, 142.16, 2655, 68
2026/05/19 18:03:21.537, 0, 45, 12, 3057, 156.12, 2670, 50
2026/05/19 18:03:21.541, 1, 8, 0, 15514, 142.16, 2655, 68
2026/05/19 18:03:21.774, 0, 45, 12, 3057, 156.12, 2670, 50
2026/05/19 18:03:21.777, 1, 8, 0, 15514, 233.63, 2640, 81
2026/05/19 18:03:22.007, 0, 42, 9, 3057, 155.97, 2670, 50
2026/05/19 18:03:22.010, 1, 8, 0, 15507, 233.63, 2640, 81
2026/05/19 18:03:22.241, 0, 42, 9, 3057, 155.97, 2670, 50
2026/05/19 18:03:22.244, 1, 100, 74, 15507, 393.80, 2520, 85
2026/05/19 18:03:22.473, 0, 42, 9, 3057, 155.67, 2670, 51
2026/05/19 18:03:22.476, 1, 100, 74, 15507, 393.80, 2520, 85
2026/05/19 18:03:22.706, 0, 42, 9, 3057, 155.67, 2670, 51
2026/05/19 18:03:22.709, 1, 100, 74, 15507, 420.17, 2640, 85
2026/05/19 18:03:22.940, 0, 43, 9, 3057, 155.81, 2670, 50
2026/05/19 18:03:22.943, 1, 100, 74, 15507, 420.17, 2640, 85
2026/05/19 18:03:23.176, 0, 43, 9, 3057, 155.81, 2670, 50
2026/05/19 18:03:23.179, 1, 100, 74, 15505, 420.17, 2430, 85
2026/05/19 18:03:23.409, 0, 43, 9, 3057, 156.43, 2670, 50
2026/05/19 18:03:23.412, 1, 100, 71, 15505, 425.96, 2430, 85
2026/05/19 18:03:23.642, 0, 43, 9, 3057, 156.43, 2670, 50
2026/05/19 18:03:23.645, 1, 100, 71, 15505, 425.96, 2430, 85
2026/05/19 18:03:23.877, 0, 45, 10, 3057, 156.53, 2670, 50
2026/05/19 18:03:23.880, 1, 100, 71, 15505, 421.09, 2640, 81
2026/05/19 18:03:24.110, 0, 45, 10, 3057, 156.53, 2670, 50
2026/05/19 18:03:24.113, 1, 100, 71, 15505, 421.09, 2640, 81
2026/05/19 18:03:24.346, 0, 45, 10, 3057, 156.53, 2670, 50
2026/05/19 18:03:24.348, 1, 100, 71, 15505, 426.04, 2505, 85
2026/05/19 18:03:24.580, 0, 45, 10, 3057, 157.04, 2670, 50
2026/05/19 18:03:24.583, 1, 100, 71, 15505, 426.04, 2505, 85
2026/05/19 18:03:24.814, 0, 45, 10, 3057, 157.04, 2670, 50
2026/05/19 18:03:24.818, 1, 100, 71, 15505, 420.81, 2640, 84
2026/05/19 18:03:25.046, 0, 42, 11, 3057, 158.24, 2670, 51
2026/05/19 18:03:25.051, 1, 100, 71, 15495, 420.81, 2640, 84
2026/05/19 18:03:25.279, 0, 42, 11, 3057, 158.24, 2670, 51
2026/05/19 18:03:25.282, 1, 6, 0, 15477, 307.02, 2655, 70
2026/05/19 18:03:25.511, 0, 42, 11, 3057, 155.70, 2670, 50
2026/05/19 18:03:25.514, 1, 6, 0, 15477, 307.02, 2655, 70
2026/05/19 18:03:25.744, 0, 42, 11, 3057, 155.70, 2670, 50
2026/05/19 18:03:25.747, 1, 6, 0, 15477, 147.17, 2655, 68
2026/05/19 18:03:25.977, 0, 47, 12, 3057, 158.29, 2670, 51
2026/05/19 18:03:25.980, 1, 6, 0, 15477, 147.17, 2655, 68
2026/05/19 18:03:26.211, 0, 47, 12, 3057, 158.29, 2670, 51
2026/05/19 18:03:26.213, 1, 100, 65, 15477, 235.74, 2610, 79
2026/05/19 18:03:26.445, 0, 47, 12, 3057, 156.97, 2670, 50
2026/05/19 18:03:26.448, 1, 100, 65, 15477, 235.74, 2610, 79
2026/05/19 18:03:26.680, 0, 47, 12, 3057, 156.97, 2670, 50
2026/05/19 18:03:26.683, 1, 100, 65, 15477, 395.93, 2520, 86
2026/05/19 18:03:26.913, 0, 45, 12, 3057, 156.85, 2670, 51
2026/05/19 18:03:26.916, 1, 100, 65, 15477, 395.93, 2520, 86
2026/05/19 18:03:27.148, 0, 45, 12, 3057, 156.85, 2670, 51
2026/05/19 18:03:27.152, 1, 100, 65, 15477, 395.93, 2520, 86
2026/05/19 18:03:27.384, 0, 45, 12, 3057, 158.94, 2670, 50
2026/05/19 18:03:27.386, 1, 100, 65, 15477, 420.85, 2640, 86
2026/05/19 18:03:27.617, 0, 45, 12, 3057, 158.94, 2670, 50
2026/05/19 18:03:27.619, 1, 100, 65, 15478, 420.85, 2640, 86
2026/05/19 18:03:27.852, 0, 47, 12, 3057, 157.57, 2670, 52
2026/05/19 18:03:27.855, 1, 100, 65, 15478, 426.26, 2520, 88
2026/05/19 18:03:28.086, 0, 47, 12, 3057, 157.57, 2670, 52
2026/05/19 18:03:28.089, 1, 100, 65, 15492, 426.26, 2520, 88
2026/05/19 18:03:28.321, 0, 47, 12, 3057, 157.57, 2670, 52
2026/05/19 18:03:28.324, 1, 95, 66, 15492, 421.58, 2640, 82
2026/05/19 18:03:28.554, 0, 47, 12, 3057, 155.04, 2670, 50
2026/05/19 18:03:28.557, 1, 95, 66, 15492, 421.58, 2640, 82
2026/05/19 18:03:28.787, 0, 47, 12, 3057, 155.04, 2670, 50
2026/05/19 18:03:28.790, 1, 95, 66, 15492, 424.61, 2535, 85
2026/05/19 18:03:29.021, 0, 44, 9, 3057, 155.90, 2670, 51
2026/05/19 18:03:29.024, 1, 95, 66, 15492, 424.61, 2535, 85
2026/05/19 18:03:29.257, 0, 44, 9, 3057, 155.90, 2670, 51
2026/05/19 18:03:29.261, 1, 100, 60, 15492, 427.95, 2550, 85
2026/05/19 18:03:29.490, 0, 44, 9, 3057, 156.07, 2670, 50
2026/05/19 18:03:29.495, 1, 100, 60, 15494, 427.95, 2550, 85
2026/05/19 18:03:29.725, 0, 44, 9, 3057, 156.07, 2670, 50
2026/05/19 18:03:29.728, 1, 100, 60, 15494, 310.82, 2655, 71
2026/05/19 18:03:29.957, 0, 44, 12, 3057, 155.38, 2670, 51
2026/05/19 18:03:29.960, 1, 100, 60, 15494, 310.82, 2655, 71
2026/05/19 18:03:30.192, 0, 44, 12, 3057, 155.38, 2670, 51
2026/05/19 18:03:30.195, 1, 8, 0, 15488, 148.36, 2655, 68
2026/05/19 18:03:30.425, 0, 44, 12, 3057, 152.68, 2670, 50
2026/05/19 18:03:30.428, 1, 8, 0, 15488, 148.36, 2655, 68
2026/05/19 18:03:30.658, 0, 44, 12, 3057, 152.68, 2670, 50
2026/05/19 18:03:30.661, 1, 8, 0, 15488, 148.36, 2655, 68
2026/05/19 18:03:30.891, 0, 43, 9, 3057, 155.14, 2670, 51
2026/05/19 18:03:30.894, 1, 8, 0, 15488, 234.76, 2640, 82
2026/05/19 18:03:31.125, 0, 43, 9, 3057, 155.14, 2670, 51
2026/05/19 18:03:31.128, 1, 8, 0, 15488, 234.76, 2640, 82
2026/05/19 18:03:31.358, 0, 43, 9, 3057, 156.82, 2670, 51
2026/05/19 18:03:31.361, 1, 100, 76, 15488, 394.50, 2505, 85
2026/05/19 18:03:31.631, 0, 43, 9, 3057, 156.82, 2670, 51
2026/05/19 18:03:31.634, 1, 100, 76, 15488, 394.50, 2505, 85
2026/05/19 18:03:31.864, 0, 0, 0, 3057, 123.04, 2670, 46
2026/05/19 18:03:31.869, 1, 100, 76, 15488, 421.69, 2565, 87
2026/05/19 18:03:32.098, 0, 0, 0, 3057, 123.04, 2670, 46
2026/05/19 18:03:32.101, 1, 100, 76, 15488, 421.69, 2565, 87
2026/05/19 18:03:32.332, 0, 0, 0, 3057, 123.04, 2670, 46
2026/05/19 18:03:32.334, 1, 100, 69, 15488, 421.26, 2460, 83
2026/05/19 18:03:32.563, 0, 0, 0, 3057, 81.97, 2670, 45
2026/05/19 18:03:32.565, 1, 100, 69, 15488, 421.26, 2460, 83
2026/05/19 18:03:32.795, 0, 0, 0, 3057, 81.97, 2670, 45
2026/05/19 18:03:32.798, 1, 100, 69, 15488, 413.38, 2640, 82
2026/05/19 18:03:33.028, 0, 0, 0, 3057, 68.88, 2670, 45
2026/05/19 18:03:33.030, 1, 100, 69, 15488, 413.38, 2640, 82
2026/05/19 18:03:33.259, 0, 0, 0, 3057, 68.88, 2670, 45
2026/05/19 18:03:33.262, 1, 100, 70, 15474, 419.68, 2415, 84
2026/05/19 18:03:33.526, 0, 0, 0, 3057, 68.39, 2565, 44
2026/05/19 18:03:33.528, 1, 100, 70, 3090, 419.68, 2415, 84
2026/05/19 18:03:33.757, 0, 0, 0, 3057, 68.39, 2565, 44
2026/05/19 18:03:33.759, 1, 100, 70, 3090, 336.75, 2655, 72
2026/05/19 18:03:33.988, 0, 0, 0, 3057, 65.47, 2565, 44
2026/05/19 18:03:33.990, 1, 100, 70, 3090, 336.75, 2655, 72
2026/05/19 18:03:34.219, 0, 0, 0, 3057, 65.47, 2565, 44
2026/05/19 18:03:34.222, 1, 4, 0, 3090, 190.71, 2655, 69
2026/05/19 18:03:34.450, 0, 0, 0, 3057, 63.53, 2565, 44
2026/05/19 18:03:34.453, 1, 4, 0, 3090, 190.71, 2655, 69
2026/05/19 18:03:34.681, 0, 0, 0, 3057, 63.53, 2565, 44
2026/05/19 18:03:34.684, 1, 4, 0, 3090, 83.98, 2655, 68
2026/05/19 18:03:34.911, 0, 0, 0, 3057, 63.54, 2565, 44
2026/05/19 18:03:34.913, 1, 4, 0, 3090, 83.98, 2655, 68
2026/05/19 18:03:35.147, 0, 0, 0, 3057, 63.54, 2565, 44
2026/05/19 18:03:35.150, 1, 4, 0, 3090, 83.98, 2655, 68
2026/05/19 18:03:35.377, 0, 0, 0, 3057, 63.24, 2565, 44
2026/05/19 18:03:35.381, 1, 6, 0, 3090, 81.00, 2655, 67
2026/05/19 18:03:35.608, 0, 0, 0, 3057, 63.24, 2565, 44
2026/05/19 18:03:35.611, 1, 6, 0, 3090, 81.00, 2655, 67
2026/05/19 18:03:35.838, 0, 0, 0, 3057, 63.24, 2565, 44
2026/05/19 18:03:35.841, 1, 6, 0, 3090, 77.11, 855, 66
2026/05/19 18:03:36.073, 0, 0, 0, 3057, 63.33, 2565, 44
2026/05/19 18:03:36.076, 1, 6, 0, 3089, 77.11, 855, 66
2026/05/19 18:03:36.305, 0, 0, 0, 3057, 63.33, 2565, 44
2026/05/19 18:03:36.308, 1, 7, 0, 3089, 59.93, 735, 65
2026/05/19 18:03:36.536, 0, 0, 0, 3057, 63.28, 2565, 44
2026/05/19 18:03:36.539, 1, 7, 0, 3117, 59.93, 735, 65
2026/05/19 18:03:36.844, 0, 0, 0, 579, 63.28, 2565, 44
2026/05/19 18:03:36.847, 1, 7, 0, 3003, 45.89, 615, 64
